,CH1,CH2
Second,Volt,Volt
2.46000e+00,-6.00e-01,-5.80e-01, 
2.47000e+00,-8.00e-01,-8.00e-01, 
2.48000e+00,-8.40e-01,-8.40e-01, 
2.49000e+00,-9.60e-01,-1.00e+00, 
2.50000e+00,-9.60e-01,-9.80e-01, 
2.51000e+00,-8.00e-01,-8.60e-01, 
2.52000e+00,-5.60e-01,-6.60e-01, 
2.53000e+00,-2.40e-01,-3.20e-01, 
2.54000e+00,1.20e-01,2.00e-02, 
2.55000e+00,4.80e-01,3.40e-01, 
2.56000e+00,4.80e-01,3.60e-01, 
2.57000e+00,7.60e-01,6.40e-01, 
2.58000e+00,9.00e-01,8.20e-01, 
2.59000e+00,1.00e+00,9.20e-01, 
2.60000e+00,9.20e-01,8.80e-01, 
2.61000e+00,7.40e-01,7.00e-01, 
2.62000e+00,7.20e-01,6.80e-01, 
2.63000e+00,1.20e-01,1.20e-01, 
2.64000e+00,1.00e-01,8.00e-02, 
2.65000e+00,-2.60e-01,-2.60e-01, 
2.66000e+00,-5.40e-01,-5.60e-01, 
2.67000e+00,-8.00e-01,-8.00e-01, 
2.68000e+00,-8.00e-01,-8.20e-01, 
2.69000e+00,-9.60e-01,-1.00e+00, 
2.70000e+00,-9.60e-01,-9.80e-01, 
2.71000e+00,-8.00e-01,-8.80e-01, 
2.72000e+00,-5.80e-01,-6.60e-01, 
2.73000e+00,-2.60e-01,-3.40e-01, 
2.74000e+00,1.00e-01,-2.00e-02, 
2.75000e+00,4.40e-01,3.40e-01, 
2.76000e+00,4.80e-01,3.40e-01, 
2.77000e+00,9.00e-01,8.20e-01, 
2.78000e+00,9.20e-01,8.40e-01, 
2.79000e+00,1.00e+00,9.20e-01, 
2.80000e+00,9.40e-01,8.80e-01, 
2.81000e+00,7.60e-01,7.00e-01, 
2.82000e+00,7.40e-01,7.00e-01, 
2.83000e+00,1.20e-01,1.40e-01, 
2.84000e+00,1.20e-01,1.20e-01, 
2.85000e+00,-2.40e-01,-2.20e-01, 
2.86000e+00,-5.40e-01,-5.40e-01, 
2.87000e+00,-8.00e-01,-8.00e-01, 
2.88000e+00,-9.40e-01,-9.60e-01, 
2.89000e+00,-9.80e-01,-1.00e+00, 
2.90000e+00,-9.60e-01,-9.80e-01, 
2.91000e+00,-8.00e-01,-8.60e-01, 
2.92000e+00,-6.00e-01,-6.80e-01, 
2.93000e+00,-2.80e-01,-3.60e-01, 
2.94000e+00,8.00e-02,-4.00e-02, 
2.95000e+00,4.00e-01,3.20e-01, 
2.96000e+00,4.00e-01,3.20e-01, 
2.97000e+00,4.00e-01,3.20e-01, 
2.98000e+00,4.00e-01,3.20e-01, 
2.99000e+00,4.00e-01,3.20e-01, 
