5/2/2015
1:30:26 PM

0, CH+=0, CH-=199, Range=+/-10, y=a*26.8643-68.1-.131533
1, CH+=1, CH-=199, Range=+/-10, y=b*1318.19-1319.239
2, CH+=2, CH-=199, Range=+/-10, y=c
3, CH+=3, CH-=199, Range=+/-10, y=d


Time	v0	v1	v2	v3	y0	y1	y2	y3
0.000000	2.549997	1.598333	1.412051	2.487608	0.272349	787.667360	1.412051	2.487608
0.000333	2.549997	1.613523	1.406979	2.462277	0.272349	807.691385	1.406979	2.462277
0.000667	2.539859	1.598333	1.401907	2.472409	0.000000	787.667360	1.401907	2.472409
0.001000	2.529721	1.608460	1.401907	2.472409	-0.272349	801.016710	1.401907	2.472409
0.001333	2.529721	1.593269	1.396835	2.502807	-0.272349	780.992685	1.396835	2.502807
0.001667	2.529721	1.613523	1.391763	2.487608	-0.272349	807.691385	1.391763	2.487608
0.002000	2.539859	1.598333	1.396835	2.477476	0.000000	787.667360	1.396835	2.477476
0.002333	2.539859	1.603396	1.406979	2.467343	0.000000	794.342035	1.406979	2.467343
0.002667	2.524652	1.598333	1.391763	2.467343	-0.408523	787.667360	1.391763	2.467343
0.003000	2.519583	1.598333	1.391763	2.497741	-0.544698	787.667360	1.391763	2.497741
0.003333	2.524652	1.613523	1.406979	2.497741	-0.408523	807.691385	1.406979	2.497741
0.003667	2.514514	1.598333	1.401907	2.502807	-0.680872	787.667360	1.401907	2.502807
0.004000	2.549997	1.608460	1.406979	2.507873	0.272349	801.016710	1.406979	2.507873
0.004333	2.555066	1.588206	1.391763	2.487608	0.408524	774.318010	1.391763	2.487608
0.004667	2.555066	1.608460	1.406979	2.487608	0.408524	801.016710	1.406979	2.487608
0.005000	2.524652	1.593269	1.396835	2.518006	-0.408523	780.992685	1.396835	2.518006
0.005333	2.539859	1.583142	1.396835	2.502807	0.000000	767.643334	1.396835	2.502807
0.005667	2.544928	1.603396	1.396835	2.492675	0.136175	794.342035	1.396835	2.492675
0.006000	2.539859	1.603396	1.391763	2.502807	0.000000	794.342035	1.391763	2.502807
0.006333	2.539859	1.588206	1.406979	2.472409	0.000000	774.318010	1.406979	2.472409
0.006667	2.519583	1.603396	1.401907	2.477476	-0.544698	794.342035	1.401907	2.477476
0.007000	2.519583	1.588206	1.406979	2.482542	-0.544698	774.318010	1.406979	2.482542
0.007333	2.519583	1.608460	1.406979	2.472409	-0.544698	801.016710	1.406979	2.472409
0.007667	2.519583	1.598333	1.401907	2.492675	-0.544698	787.667360	1.401907	2.492675
0.008000	2.524652	1.593269	1.406979	2.492675	-0.408523	780.992685	1.406979	2.492675
0.008333	2.560135	1.603396	1.412051	2.492675	0.544698	794.342035	1.412051	2.492675
0.008667	2.519583	1.598333	1.412051	2.472409	-0.544698	787.667360	1.412051	2.472409
0.009000	2.519583	1.603396	1.401907	2.487608	-0.544698	794.342035	1.401907	2.487608
0.009333	2.509445	1.603396	1.406979	2.507873	-0.817047	794.342035	1.406979	2.507873
0.009667	2.549997	1.608460	1.396835	2.497741	0.272349	801.016710	1.396835	2.497741
0.010000	2.544928	1.608460	1.391763	2.472409	0.136175	801.016710	1.391763	2.472409
0.010333	2.514514	1.613523	1.412051	2.482542	-0.680872	807.691385	1.412051	2.482542
0.010667	2.539859	1.598333	1.386691	2.492675	0.000000	787.667360	1.386691	2.492675
0.011000	2.534790	1.608460	1.391763	2.462277	-0.136174	801.016710	1.391763	2.462277
0.011333	2.524652	1.598333	1.406979	2.482542	-0.408523	787.667360	1.406979	2.482542
0.011667	2.514514	1.603396	1.396835	2.497741	-0.680872	794.342035	1.396835	2.497741
0.012000	2.514514	1.603396	1.406979	2.518006	-0.680872	794.342035	1.406979	2.518006
0.012333	2.539859	1.598333	1.406979	2.482542	0.000000	787.667360	1.406979	2.482542
0.012667	2.519583	1.593269	1.396835	2.487608	-0.544698	780.992685	1.396835	2.487608
0.013000	2.519583	1.598333	1.376548	2.477476	-0.544698	787.667360	1.376548	2.477476
0.013333	2.504376	1.603396	1.401907	2.492675	-0.953221	794.342035	1.401907	2.492675
0.013667	2.534790	1.603396	1.406979	2.512940	-0.136174	794.342035	1.406979	2.512940
0.014000	2.544928	1.593269	1.391763	2.512940	0.136175	780.992685	1.391763	2.512940
0.014333	2.539859	1.603396	1.401907	2.472409	0.000000	794.342035	1.401907	2.472409
0.014667	2.544928	1.603396	1.401907	2.452144	0.136175	794.342035	1.401907	2.452144
0.015000	2.524652	1.598333	1.401907	2.467343	-0.408523	787.667360	1.401907	2.467343
0.015333	2.509445	1.598333	1.406979	2.477476	-0.817047	787.667360	1.406979	2.477476
0.015667	2.509445	1.593269	1.396835	2.512940	-0.817047	780.992685	1.396835	2.512940
0.016000	2.555066	1.598333	1.386691	2.482542	0.408524	787.667360	1.386691	2.482542
0.016333	2.534790	1.593269	1.396835	2.482542	-0.136174	780.992685	1.396835	2.482542
0.016667	2.534790	1.603396	1.401907	2.477476	-0.136174	794.342035	1.401907	2.477476
0.017000	2.514514	1.588206	1.391763	2.472409	-0.680872	774.318010	1.391763	2.472409
0.017333	2.529721	1.598333	1.396835	2.482542	-0.272349	787.667360	1.396835	2.482542
0.017667	2.509445	1.603396	1.406979	2.507873	-0.817047	794.342035	1.406979	2.507873
0.018000	2.524652	1.588206	1.417122	2.502807	-0.408523	774.318010	1.417122	2.502807
0.018333	2.529721	1.608460	1.406979	2.497741	-0.272349	801.016710	1.406979	2.497741
0.018667	2.555066	1.603396	1.406979	2.502807	0.408524	794.342035	1.406979	2.502807
0.019000	2.534790	1.593269	1.391763	2.492675	-0.136174	780.992685	1.391763	2.492675
0.019333	2.519583	1.598333	1.401907	2.472409	-0.544698	787.667360	1.401907	2.472409
0.019667	2.534790	1.603396	1.391763	2.518006	-0.136174	794.342035	1.391763	2.518006
0.020000	2.544928	1.603396	1.401907	2.502807	0.136175	794.342035	1.401907	2.502807
0.020333	2.549997	1.593269	1.396835	2.492675	0.272349	780.992685	1.396835	2.492675
0.020667	2.534790	1.608460	1.412051	2.487608	-0.136174	801.016710	1.412051	2.487608
0.021000	2.529721	1.608460	1.406979	2.482542	-0.272349	801.016710	1.406979	2.482542
0.021333	2.519583	1.593269	1.406979	2.482542	-0.544698	780.992685	1.406979	2.482542
0.021667	2.519583	1.603396	1.401907	2.482542	-0.544698	794.342035	1.401907	2.482542
0.022000	2.514514	1.598333	1.396835	2.497741	-0.680872	787.667360	1.396835	2.497741
0.022333	2.509445	1.593269	1.401907	2.512940	-0.817047	780.992685	1.401907	2.512940
0.022667	2.544928	1.603396	1.396835	2.518006	0.136175	794.342035	1.396835	2.518006
0.023000	2.534790	1.598333	1.396835	2.457210	-0.136174	787.667360	1.396835	2.457210
0.023333	2.504376	1.588206	1.401907	2.497741	-0.953221	774.318010	1.401907	2.497741
0.023667	2.524652	1.593269	1.406979	2.518006	-0.408523	780.992685	1.406979	2.518006
0.024000	2.555066	1.603396	1.401907	2.512940	0.408524	794.342035	1.401907	2.512940
0.024333	2.555066	1.593269	1.396835	2.492675	0.408524	780.992685	1.396835	2.492675
