5/2/2015
1:35:52 PM

0, CH+=0, CH-=199, Range=+/-10, y=a*26.8643-68.1-.131533
1, CH+=1, CH-=199, Range=+/-10, y=b*1318.19-1319.239
2, CH+=2, CH-=199, Range=+/-10, y=c
3, CH+=3, CH-=199, Range=+/-10, y=d


Time	v0	v1	v2	v3	y0	y1	y2	y3
0.000000	2.544928	2.398368	1.401907	2.502807	0.136175	1842.266017	1.401907	2.502807
0.000333	2.549997	2.398368	1.406979	2.502807	0.272349	1842.266017	1.406979	2.502807
0.000667	2.560135	2.408495	1.406979	2.467343	0.544698	1855.615367	1.406979	2.467343
0.001000	2.514514	2.398368	1.417122	2.512940	-0.680872	1842.266017	1.417122	2.512940
0.001333	2.539859	2.398368	1.386691	2.507873	0.000000	1842.266017	1.386691	2.507873
0.001667	2.539859	2.398368	1.406979	2.502807	0.000000	1842.266017	1.406979	2.502807
0.002000	2.544928	2.403432	1.412051	2.477476	0.136175	1848.940692	1.412051	2.477476
0.002333	2.534790	2.403432	1.401907	2.487608	-0.136174	1848.940692	1.401907	2.487608
0.002667	2.539859	2.383178	1.401907	2.467343	0.000000	1822.241991	1.401907	2.467343
0.003000	2.534790	2.403432	1.417122	2.467343	-0.136174	1848.940692	1.417122	2.467343
0.003333	2.509445	2.403432	1.401907	2.482542	-0.817047	1848.940692	1.401907	2.482542
0.003667	2.519583	2.393305	1.401907	2.507873	-0.544698	1835.591342	1.401907	2.507873
0.004000	2.519583	2.408495	1.406979	2.497741	-0.544698	1855.615367	1.406979	2.497741
0.004333	2.555066	2.403432	1.401907	2.472409	0.408524	1848.940692	1.401907	2.472409
0.004667	2.539859	2.408495	1.391763	2.467343	0.000000	1855.615367	1.391763	2.467343
0.005000	2.514514	2.388241	1.401907	2.482542	-0.680872	1828.916667	1.401907	2.482542
0.005333	2.524652	2.408495	1.381620	2.492675	-0.408523	1855.615367	1.381620	2.492675
0.005667	2.509445	2.398368	1.401907	2.518006	-0.817047	1842.266017	1.401907	2.518006
0.006000	2.555066	2.393305	1.401907	2.502807	0.408524	1835.591342	1.401907	2.502807
0.006333	2.549997	2.418622	1.396835	2.497741	0.272349	1868.964717	1.396835	2.497741
0.006667	2.555066	2.403432	1.396835	2.497741	0.408524	1848.940692	1.396835	2.497741
0.007000	2.539859	2.398368	1.396835	2.462277	0.000000	1842.266017	1.396835	2.462277
0.007333	2.534790	2.408495	1.406979	2.482542	-0.136174	1855.615367	1.406979	2.482542
0.007667	2.529721	2.403432	1.401907	2.467343	-0.272349	1848.940692	1.401907	2.467343
0.008000	2.519583	2.383178	1.406979	2.502807	-0.544698	1822.241991	1.406979	2.502807
0.008333	2.534790	2.418622	1.401907	2.467343	-0.136174	1868.964717	1.401907	2.467343
0.008667	2.544928	2.413559	1.386691	2.472409	0.136175	1862.290042	1.386691	2.472409
0.009000	2.534790	2.393305	1.396835	2.477476	-0.136174	1835.591342	1.396835	2.477476
0.009333	2.524652	2.398368	1.401907	2.482542	-0.408523	1842.266017	1.401907	2.482542
0.009667	2.499307	2.388241	1.396835	2.507873	-1.089396	1828.916667	1.396835	2.507873
0.010000	2.519583	2.413559	1.412051	2.518006	-0.544698	1862.290042	1.412051	2.518006
0.010333	2.519583	2.408495	1.406979	2.497741	-0.544698	1855.615367	1.406979	2.497741
0.010667	2.549997	2.403432	1.381620	2.502807	0.272349	1848.940692	1.381620	2.502807
0.011000	2.555066	2.398368	1.406979	2.487608	0.408524	1842.266017	1.406979	2.487608
0.011333	2.529721	2.403432	1.401907	2.482542	-0.272349	1848.940692	1.401907	2.482542
0.011667	2.499307	2.383178	1.401907	2.518006	-1.089396	1822.241991	1.401907	2.518006
0.012000	2.570273	2.403432	1.406979	2.497741	0.817047	1848.940692	1.406979	2.497741
0.012333	2.544928	2.408495	1.396835	2.492675	0.136175	1855.615367	1.396835	2.492675
0.012667	2.539859	2.403432	1.401907	2.487608	0.000000	1848.940692	1.401907	2.487608
0.013000	2.529721	2.398368	1.406979	2.482542	-0.272349	1842.266017	1.406979	2.482542
0.013333	2.514514	2.398368	1.391763	2.492675	-0.680872	1842.266017	1.391763	2.492675
0.013667	2.509445	2.408495	1.401907	2.487608	-0.817047	1855.615367	1.401907	2.487608
0.014000	2.519583	2.398368	1.396835	2.497741	-0.544698	1842.266017	1.396835	2.497741
0.014333	2.524652	2.398368	1.401907	2.518006	-0.408523	1842.266017	1.401907	2.518006
0.014667	2.534790	2.413559	1.406979	2.492675	-0.136174	1862.290042	1.406979	2.492675
0.015000	2.544928	2.413559	1.401907	2.487608	0.136175	1862.290042	1.401907	2.487608
0.015333	2.534790	2.403432	1.406979	2.482542	-0.136174	1848.940692	1.406979	2.482542
0.015667	2.494238	2.403432	1.401907	2.487608	-1.225570	1848.940692	1.401907	2.487608
0.016000	2.524652	2.403432	1.417122	2.502807	-0.408523	1848.940692	1.417122	2.502807
0.016333	2.539859	2.403432	1.406979	2.492675	0.000000	1848.940692	1.406979	2.492675
0.016667	2.534790	2.403432	1.401907	2.497741	-0.136174	1848.940692	1.401907	2.497741
0.017000	2.549997	2.398368	1.406979	2.487608	0.272349	1842.266017	1.406979	2.487608
0.017333	2.529721	2.403432	1.396835	2.462277	-0.272349	1848.940692	1.396835	2.462277
0.017667	2.524652	2.403432	1.401907	2.462277	-0.408523	1848.940692	1.401907	2.462277
0.018000	2.529721	2.408495	1.406979	2.487608	-0.272349	1855.615367	1.406979	2.487608
0.018333	2.524652	2.393305	1.412051	2.518006	-0.408523	1835.591342	1.412051	2.518006
0.018667	2.514514	2.408495	1.401907	2.518006	-0.680872	1855.615367	1.401907	2.518006
0.019000	2.539859	2.383178	1.412051	2.472409	0.000000	1822.241991	1.412051	2.472409
0.019333	2.519583	2.398368	1.396835	2.487608	-0.544698	1842.266017	1.396835	2.487608
0.019667	2.514514	2.388241	1.406979	2.477476	-0.680872	1828.916667	1.406979	2.477476
0.020000	2.509445	2.403432	1.406979	2.507873	-0.817047	1848.940692	1.406979	2.507873
0.020333	2.524652	2.408495	1.412051	2.492675	-0.408523	1855.615367	1.412051	2.492675
0.020667	2.539859	2.398368	1.401907	2.507873	0.000000	1842.266017	1.401907	2.507873
0.021000	2.544928	2.403432	1.401907	2.487608	0.136175	1848.940692	1.401907	2.487608
0.021333	2.544928	2.398368	1.406979	2.482542	0.136175	1842.266017	1.406979	2.482542
0.021667	2.534790	2.398368	1.406979	2.472409	-0.136174	1842.266017	1.406979	2.472409
0.022000	2.514514	2.408495	1.401907	2.477476	-0.680872	1855.615367	1.401907	2.477476
0.022333	2.539859	2.403432	1.396835	2.502807	0.000000	1848.940692	1.396835	2.502807
0.022667	2.549997	2.403432	1.401907	2.472409	0.272349	1848.940692	1.401907	2.472409
0.023000	2.529721	2.408495	1.391763	2.482542	-0.272349	1855.615367	1.391763	2.482542
0.023333	2.534790	2.403432	1.396835	2.467343	-0.136174	1848.940692	1.396835	2.467343
0.023667	2.529721	2.408495	1.401907	2.462277	-0.272349	1855.615367	1.401907	2.462277
0.024000	2.514514	2.408495	1.381620	2.502807	-0.680872	1855.615367	1.381620	2.502807
0.024333	2.519583	2.403432	1.391763	2.492675	-0.544698	1848.940692	1.391763	2.492675
0.024667	2.529721	2.398368	1.412051	2.497741	-0.272349	1842.266017	1.412051	2.497741
0.025000	2.534790	2.403432	1.396835	2.497741	-0.136174	1848.940692	1.396835	2.497741
0.025333	2.555066	2.398368	1.396835	2.467343	0.408524	1842.266017	1.396835	2.467343
0.025667	2.539859	2.413559	1.396835	2.487608	0.000000	1862.290042	1.396835	2.487608
0.026000	2.529721	2.393305	1.401907	2.482542	-0.272349	1835.591342	1.401907	2.482542
0.026333	2.544928	2.403432	1.401907	2.492675	0.136175	1848.940692	1.401907	2.492675
0.026667	2.549997	2.413559	1.406979	2.487608	0.272349	1862.290042	1.406979	2.487608
0.027000	2.544928	2.408495	1.396835	2.477476	0.136175	1855.615367	1.396835	2.477476
0.027333	2.524652	2.398368	1.412051	2.477476	-0.408523	1842.266017	1.412051	2.477476
0.027667	2.529721	2.408495	1.406979	2.472409	-0.272349	1855.615367	1.406979	2.472409
0.028000	2.519583	2.393305	1.396835	2.502807	-0.544698	1835.591342	1.396835	2.502807
0.028333	2.509445	2.388241	1.401907	2.502807	-0.817047	1828.916667	1.401907	2.502807
0.028667	2.524652	2.418622	1.391763	2.492675	-0.408523	1868.964717	1.391763	2.492675
0.029000	2.539859	2.398368	1.396835	2.507873	0.000000	1842.266017	1.396835	2.507873
0.029333	2.544928	2.408495	1.412051	2.497741	0.136175	1855.615367	1.412051	2.497741
0.029667	2.539859	2.403432	1.401907	2.472409	0.000000	1848.940692	1.401907	2.472409
0.030000	2.514514	2.393305	1.401907	2.512940	-0.680872	1835.591342	1.401907	2.512940
0.030333	2.544928	2.408495	1.396835	2.487608	0.136175	1855.615367	1.396835	2.487608
0.030667	2.549997	2.408495	1.412051	2.487608	0.272349	1855.615367	1.412051	2.487608
0.031000	2.534790	2.408495	1.396835	2.487608	-0.136174	1855.615367	1.396835	2.487608
0.031333	2.534790	2.393305	1.381620	2.482542	-0.136174	1835.591342	1.381620	2.482542
0.031667	2.519583	2.403432	1.376548	2.472409	-0.544698	1848.940692	1.376548	2.472409
0.032000	2.514514	2.388241	1.401907	2.487608	-0.680872	1828.916667	1.401907	2.487608
0.032333	2.514514	2.398368	1.401907	2.497741	-0.680872	1842.266017	1.401907	2.497741
0.032667	2.524652	2.403432	1.381620	2.507873	-0.408523	1848.940692	1.381620	2.507873
0.033000	2.544928	2.383178	1.396835	2.492675	0.136175	1822.241991	1.396835	2.492675
0.033333	2.555066	2.413559	1.396835	2.467343	0.408524	1862.290042	1.396835	2.467343
0.033667	2.504376	2.398368	1.406979	2.492675	-0.953221	1842.266017	1.406979	2.492675
0.034000	2.499307	2.403432	1.396835	2.512940	-1.089396	1848.940692	1.396835	2.512940
0.034333	2.544928	2.398368	1.406979	2.497741	0.136175	1842.266017	1.406979	2.497741
0.034667	2.565204	2.418622	1.376548	2.487608	0.680873	1868.964717	1.376548	2.487608
0.035000	2.539859	2.383178	1.401907	2.467343	0.000000	1822.241991	1.401907	2.467343
0.035333	2.539859	2.403432	1.396835	2.477476	0.000000	1848.940692	1.396835	2.477476
0.035667	2.519583	2.408495	1.406979	2.472409	-0.544698	1855.615367	1.406979	2.472409
0.036000	2.539859	2.393305	1.401907	2.482542	0.000000	1835.591342	1.401907	2.482542
0.036333	2.514514	2.413559	1.406979	2.497741	-0.680872	1862.290042	1.406979	2.497741
0.036667	2.519583	2.418622	1.401907	2.497741	-0.544698	1868.964717	1.401907	2.497741
0.037000	2.570273	2.398368	1.391763	2.467343	0.817047	1842.266017	1.391763	2.467343
0.037333	2.524652	2.398368	1.381620	2.467343	-0.408523	1842.266017	1.381620	2.467343
0.037667	2.509445	2.403432	1.396835	2.472409	-0.817047	1848.940692	1.396835	2.472409
0.038000	2.519583	2.413559	1.406979	2.487608	-0.544698	1862.290042	1.406979	2.487608
0.038333	2.524652	2.408495	1.396835	2.487608	-0.408523	1855.615367	1.396835	2.487608
0.038667	2.544928	2.403432	1.401907	2.492675	0.136175	1848.940692	1.401907	2.492675
0.039000	2.560135	2.403432	1.386691	2.502807	0.544698	1848.940692	1.386691	2.502807
0.039333	2.544928	2.408495	1.396835	2.487608	0.136175	1855.615367	1.396835	2.487608
0.039667	2.534790	2.403432	1.401907	2.477476	-0.136174	1848.940692	1.401907	2.477476
0.040000	2.534790	2.398368	1.406979	2.477476	-0.136174	1842.266017	1.406979	2.477476
0.040333	2.514514	2.403432	1.396835	2.487608	-0.680872	1848.940692	1.396835	2.487608
0.040667	2.519583	2.403432	1.406979	2.492675	-0.544698	1848.940692	1.406979	2.492675
0.041000	2.539859	2.403432	1.406979	2.482542	0.000000	1848.940692	1.406979	2.482542
0.041333	2.514514	2.418622	1.406979	2.467343	-0.680872	1868.964717	1.406979	2.467343
0.041667	2.529721	2.403432	1.406979	2.497741	-0.272349	1848.940692	1.406979	2.497741
0.042000	2.529721	2.408495	1.406979	2.482542	-0.272349	1855.615367	1.406979	2.482542
0.042333	2.514514	2.408495	1.406979	2.502807	-0.680872	1855.615367	1.406979	2.502807
0.042667	2.519583	2.408495	1.401907	2.507873	-0.544698	1855.615367	1.401907	2.507873
0.043000	2.539859	2.418622	1.386691	2.512940	0.000000	1868.964717	1.386691	2.512940
0.043333	2.544928	2.403432	1.396835	2.482542	0.136175	1848.940692	1.396835	2.482542
0.043667	2.544928	2.398368	1.401907	2.492675	0.136175	1842.266017	1.401907	2.492675
0.044000	2.555066	2.408495	1.396835	2.472409	0.408524	1855.615367	1.396835	2.472409
0.044333	2.504376	2.413559	1.396835	2.518006	-0.953221	1862.290042	1.396835	2.518006
0.044667	2.549997	2.408495	1.401907	2.487608	0.272349	1855.615367	1.401907	2.487608
0.045000	2.544928	2.403432	1.396835	2.492675	0.136175	1848.940692	1.396835	2.492675
0.045333	2.534790	2.403432	1.386691	2.472409	-0.136174	1848.940692	1.386691	2.472409
0.045667	2.534790	2.398368	1.401907	2.482542	-0.136174	1842.266017	1.401907	2.482542
0.046000	2.519583	2.408495	1.396835	2.477476	-0.544698	1855.615367	1.396835	2.477476
0.046333	2.514514	2.398368	1.396835	2.507873	-0.680872	1842.266017	1.396835	2.507873
0.046667	2.524652	2.393305	1.417122	2.502807	-0.408523	1835.591342	1.417122	2.502807
0.047000	2.534790	2.413559	1.406979	2.502807	-0.136174	1862.290042	1.406979	2.502807
0.047333	2.544928	2.393305	1.406979	2.507873	0.136175	1835.591342	1.406979	2.507873
0.047667	2.555066	2.398368	1.412051	2.487608	0.408524	1842.266017	1.412051	2.487608
0.048000	2.509445	2.398368	1.406979	2.492675	-0.817047	1842.266017	1.406979	2.492675
0.048333	2.539859	2.403432	1.401907	2.492675	0.000000	1848.940692	1.401907	2.492675
0.048667	2.549997	2.403432	1.401907	2.492675	0.272349	1848.940692	1.401907	2.492675
0.049000	2.544928	2.408495	1.391763	2.492675	0.136175	1855.615367	1.391763	2.492675
0.049333	2.529721	2.388241	1.406979	2.477476	-0.272349	1828.916667	1.406979	2.477476
0.049667	2.534790	2.388241	1.391763	2.477476	-0.136174	1828.916667	1.391763	2.477476
0.050000	2.534790	2.408495	1.406979	2.502807	-0.136174	1855.615367	1.406979	2.502807
0.050333	2.519583	2.403432	1.401907	2.482542	-0.544698	1848.940692	1.401907	2.482542
0.050667	2.489169	2.398368	1.401907	2.512940	-1.361745	1842.266017	1.401907	2.512940
0.051000	2.504376	2.403432	1.401907	2.507873	-0.953221	1848.940692	1.401907	2.507873
0.051333	2.529721	2.403432	1.391763	2.492675	-0.272349	1848.940692	1.391763	2.492675
0.051667	2.519583	2.393305	1.412051	2.477476	-0.544698	1835.591342	1.412051	2.477476
0.052000	2.519583	2.383178	1.401907	2.518006	-0.544698	1822.241991	1.401907	2.518006
0.052333	2.509445	2.398368	1.427266	2.502807	-0.817047	1842.266017	1.427266	2.502807
0.052667	2.519583	2.393305	1.406979	2.512940	-0.544698	1835.591342	1.406979	2.512940
0.053000	2.549997	2.403432	1.406979	2.507873	0.272349	1848.940692	1.406979	2.507873
0.053333	2.549997	2.403432	1.396835	2.502807	0.272349	1848.940692	1.396835	2.502807
0.053667	2.529721	2.403432	1.406979	2.472409	-0.272349	1848.940692	1.406979	2.472409
0.054000	2.549997	2.413559	1.417122	2.482542	0.272349	1862.290042	1.417122	2.482542
0.054333	2.529721	2.393305	1.417122	2.472409	-0.272349	1835.591342	1.417122	2.472409
0.054667	2.524652	2.398368	1.401907	2.482542	-0.408523	1842.266017	1.401907	2.482542
0.055000	2.504376	2.408495	1.406979	2.523072	-0.953221	1855.615367	1.406979	2.523072
0.055333	2.529721	2.398368	1.412051	2.487608	-0.272349	1842.266017	1.412051	2.487608
0.055667	2.524652	2.403432	1.417122	2.482542	-0.408523	1848.940692	1.417122	2.482542
0.056000	2.529721	2.403432	1.406979	2.487608	-0.272349	1848.940692	1.406979	2.487608
0.056333	2.519583	2.398368	1.381620	2.497741	-0.544698	1842.266017	1.381620	2.497741
0.056667	2.519583	2.408495	1.381620	2.507873	-0.544698	1855.615367	1.381620	2.507873
0.057000	2.529721	2.403432	1.406979	2.492675	-0.272349	1848.940692	1.406979	2.492675
0.057333	2.560135	2.408495	1.391763	2.507873	0.544698	1855.615367	1.391763	2.507873
0.057667	2.549997	2.398368	1.391763	2.492675	0.272349	1842.266017	1.391763	2.492675
0.058000	2.539859	2.393305	1.386691	2.477476	0.000000	1835.591342	1.386691	2.477476
0.058333	2.529721	2.418622	1.406979	2.482542	-0.272349	1868.964717	1.406979	2.482542
0.058667	2.529721	2.408495	1.401907	2.507873	-0.272349	1855.615367	1.401907	2.507873
0.059000	2.539859	2.403432	1.376548	2.497741	0.000000	1848.940692	1.376548	2.497741
0.059333	2.544928	2.398368	1.412051	2.477476	0.136175	1842.266017	1.412051	2.477476
0.059667	2.549997	2.403432	1.396835	2.487608	0.272349	1848.940692	1.396835	2.487608
0.060000	2.539859	2.418622	1.396835	2.462277	0.000000	1868.964717	1.396835	2.462277
0.060333	2.524652	2.398368	1.417122	2.512940	-0.408523	1842.266017	1.417122	2.512940
0.060667	2.494238	2.383178	1.401907	2.507873	-1.225570	1822.241991	1.401907	2.507873
0.061000	2.509445	2.408495	1.391763	2.512940	-0.817047	1855.615367	1.391763	2.512940
0.061333	2.534790	2.403432	1.401907	2.507873	-0.136174	1848.940692	1.401907	2.507873
0.061667	2.544928	2.408495	1.401907	2.492675	0.136175	1855.615367	1.401907	2.492675
0.062000	2.534790	2.408495	1.396835	2.467343	-0.136174	1855.615367	1.396835	2.467343
0.062333	2.534790	2.413559	1.406979	2.472409	-0.136174	1862.290042	1.406979	2.472409
0.062667	2.509445	2.403432	1.386691	2.512940	-0.817047	1848.940692	1.386691	2.512940
0.063000	2.534790	2.413559	1.396835	2.497741	-0.136174	1862.290042	1.396835	2.497741
0.063333	2.549997	2.393305	1.406979	2.502807	0.272349	1835.591342	1.406979	2.502807
0.063667	2.544928	2.408495	1.396835	2.492675	0.136175	1855.615367	1.396835	2.492675
0.064000	2.509445	2.393305	1.391763	2.452144	-0.817047	1835.591342	1.391763	2.452144
0.064333	2.524652	2.403432	1.406979	2.487608	-0.408523	1848.940692	1.406979	2.487608
0.064667	2.524652	2.408495	1.391763	2.467343	-0.408523	1855.615367	1.391763	2.467343
0.065000	2.529721	2.403432	1.401907	2.472409	-0.272349	1848.940692	1.401907	2.472409
0.065333	2.504376	2.413559	1.406979	2.492675	-0.953221	1862.290042	1.406979	2.492675
0.065667	2.529721	2.418622	1.412051	2.507873	-0.272349	1868.964717	1.412051	2.507873
0.066000	2.544928	2.398368	1.406979	2.457210	0.136175	1842.266017	1.406979	2.457210
0.066333	2.519583	2.413559	1.396835	2.497741	-0.544698	1862.290042	1.396835	2.497741
0.066667	2.509445	2.408495	1.406979	2.523072	-0.817047	1855.615367	1.406979	2.523072
0.067000	2.539859	2.398368	1.406979	2.502807	0.000000	1842.266017	1.406979	2.502807
0.067333	2.555066	2.403432	1.396835	2.502807	0.408524	1848.940692	1.396835	2.502807
0.067667	2.539859	2.413559	1.401907	2.472409	0.000000	1862.290042	1.401907	2.472409
