5/2/2015
1:34:20 PM

0, CH+=0, CH-=199, Range=+/-10, y=a*26.8643-68.1-.131533
1, CH+=1, CH-=199, Range=+/-10, y=b*1318.19-1319.239
2, CH+=2, CH-=199, Range=+/-10, y=c
3, CH+=3, CH-=199, Range=+/-10, y=d


Time	v0	v1	v2	v3	y0	y1	y2	y3
0.000000	2.539859	1.664159	1.396835	2.472409	0.000000	874.438135	1.396835	2.472409
0.000333	2.519583	1.689476	1.406979	2.497741	-0.544698	907.811510	1.406979	2.497741
0.000667	2.529721	1.669222	1.396835	2.512940	-0.272349	881.112810	1.396835	2.512940
0.001000	2.549997	1.679349	1.396835	2.492675	0.272349	894.462160	1.396835	2.492675
0.001333	2.555066	1.674286	1.401907	2.492675	0.408524	887.787485	1.401907	2.492675
0.001667	2.560135	1.679349	1.396835	2.482542	0.544698	894.462160	1.396835	2.482542
0.002000	2.544928	1.674286	1.417122	2.492675	0.136175	887.787485	1.417122	2.492675
0.002333	2.529721	1.654032	1.386691	2.482542	-0.272349	861.088785	1.386691	2.482542
0.002667	2.524652	1.659095	1.406979	2.467343	-0.408523	867.763460	1.406979	2.467343
0.003000	2.524652	1.654032	1.406979	2.477476	-0.408523	861.088785	1.406979	2.477476
0.003333	2.519583	1.669222	1.396835	2.507873	-0.544698	881.112810	1.396835	2.507873
0.003667	2.544928	1.659095	1.401907	2.497741	0.136175	867.763460	1.401907	2.497741
0.004000	2.549997	1.669222	1.396835	2.472409	0.272349	881.112810	1.396835	2.472409
0.004333	2.539859	1.648968	1.391763	2.477476	0.000000	854.414110	1.391763	2.477476
0.004667	2.524652	1.679349	1.396835	2.492675	-0.408523	894.462160	1.396835	2.492675
0.005000	2.519583	1.654032	1.401907	2.492675	-0.544698	861.088785	1.401907	2.492675
0.005333	2.519583	1.674286	1.401907	2.482542	-0.544698	887.787485	1.401907	2.482542
0.005667	2.514514	1.669222	1.401907	2.492675	-0.680872	881.112810	1.401907	2.492675
0.006000	2.549997	1.664159	1.391763	2.502807	0.272349	874.438135	1.391763	2.502807
0.006333	2.534790	1.679349	1.401907	2.487608	-0.136174	894.462160	1.401907	2.487608
0.006667	2.544928	1.674286	1.391763	2.482542	0.136175	887.787485	1.391763	2.482542
0.007000	2.534790	1.674286	1.391763	2.467343	-0.136174	887.787485	1.391763	2.467343
0.007333	2.519583	1.679349	1.412051	2.512940	-0.544698	894.462160	1.412051	2.512940
0.007667	2.544928	1.664159	1.401907	2.497741	0.136175	874.438135	1.401907	2.497741
0.008000	2.544928	1.674286	1.396835	2.497741	0.136175	887.787485	1.396835	2.497741
0.008333	2.544928	1.669222	1.401907	2.492675	0.136175	881.112810	1.401907	2.492675
0.008667	2.544928	1.669222	1.406979	2.482542	0.136175	881.112810	1.406979	2.482542
0.009000	2.529721	1.664159	1.401907	2.477476	-0.272349	874.438135	1.401907	2.477476
0.009333	2.544928	1.654032	1.401907	2.462277	0.136175	861.088785	1.401907	2.462277
0.009667	2.524652	1.648968	1.396835	2.472409	-0.408523	854.414110	1.396835	2.472409
0.010000	2.524652	1.664159	1.406979	2.497741	-0.408523	874.438135	1.406979	2.497741
0.010333	2.504376	1.679349	1.406979	2.512940	-0.953221	894.462160	1.406979	2.512940
0.010667	2.519583	1.679349	1.401907	2.502807	-0.544698	894.462160	1.401907	2.502807
0.011000	2.555066	1.664159	1.391763	2.477476	0.408524	874.438135	1.391763	2.477476
0.011333	2.534790	1.654032	1.396835	2.477476	-0.136174	861.088785	1.396835	2.477476
0.011667	2.524652	1.669222	1.391763	2.487608	-0.408523	881.112810	1.391763	2.487608
0.012000	2.524652	1.669222	1.401907	2.492675	-0.408523	881.112810	1.401907	2.492675
0.012333	2.519583	1.664159	1.401907	2.502807	-0.544698	874.438135	1.401907	2.502807
0.012667	2.534790	1.684413	1.396835	2.507873	-0.136174	901.136835	1.396835	2.507873
0.013000	2.539859	1.669222	1.412051	2.497741	0.000000	881.112810	1.412051	2.497741
0.013333	2.560135	1.664159	1.406979	2.477476	0.544698	874.438135	1.406979	2.477476
0.013667	2.534790	1.684413	1.406979	2.487608	-0.136174	901.136835	1.406979	2.487608
0.014000	2.534790	1.669222	1.406979	2.477476	-0.136174	881.112810	1.406979	2.477476
0.014333	2.514514	1.694540	1.396835	2.492675	-0.680872	914.486185	1.396835	2.492675
0.014667	2.519583	1.659095	1.381620	2.497741	-0.544698	867.763460	1.381620	2.497741
0.015000	2.539859	1.659095	1.396835	2.477476	0.000000	867.763460	1.396835	2.477476
0.015333	2.539859	1.643904	1.391763	2.472409	0.000000	847.739435	1.391763	2.472409
0.015667	2.529721	1.674286	1.412051	2.472409	-0.272349	887.787485	1.412051	2.472409
0.016000	2.524652	1.664159	1.406979	2.477476	-0.408523	874.438135	1.406979	2.477476
0.016333	2.514514	1.664159	1.401907	2.507873	-0.680872	874.438135	1.401907	2.507873
0.016667	2.519583	1.664159	1.401907	2.502807	-0.544698	874.438135	1.401907	2.502807
0.017000	2.544928	1.674286	1.381620	2.502807	0.136175	887.787485	1.381620	2.502807
0.017333	2.549997	1.664159	1.391763	2.502807	0.272349	874.438135	1.391763	2.502807
0.017667	2.555066	1.674286	1.406979	2.492675	0.408524	887.787485	1.406979	2.492675
0.018000	2.539859	1.664159	1.391763	2.472409	0.000000	874.438135	1.391763	2.472409
0.018333	2.519583	1.674286	1.391763	2.518006	-0.544698	887.787485	1.391763	2.518006
0.018667	2.544928	1.674286	1.401907	2.507873	0.136175	887.787485	1.401907	2.507873
0.019000	2.555066	1.664159	1.401907	2.497741	0.408524	874.438135	1.401907	2.497741
0.019333	2.539859	1.654032	1.396835	2.487608	0.000000	861.088785	1.396835	2.487608
0.019667	2.539859	1.659095	1.406979	2.477476	0.000000	867.763460	1.406979	2.477476
0.020000	2.529721	1.664159	1.391763	2.477476	-0.272349	874.438135	1.391763	2.477476
0.020333	2.524652	1.674286	1.401907	2.482542	-0.408523	887.787485	1.401907	2.482542
0.020667	2.524652	1.664159	1.401907	2.497741	-0.408523	874.438135	1.401907	2.497741
0.021000	2.514514	1.659095	1.401907	2.507873	-0.680872	867.763460	1.401907	2.507873
0.021333	2.544928	1.669222	1.396835	2.507873	0.136175	881.112810	1.396835	2.507873
0.021667	2.560135	1.659095	1.401907	2.487608	0.544698	867.763460	1.401907	2.487608
0.022000	2.524652	1.654032	1.412051	2.502807	-0.408523	861.088785	1.412051	2.502807
0.022333	2.524652	1.664159	1.396835	2.507873	-0.408523	874.438135	1.396835	2.507873
0.022667	2.549997	1.679349	1.391763	2.502807	0.272349	894.462160	1.391763	2.502807
0.023000	2.555066	1.659095	1.401907	2.507873	0.408524	867.763460	1.401907	2.507873
0.023333	2.534790	1.679349	1.401907	2.492675	-0.136174	894.462160	1.401907	2.492675
0.023667	2.544928	1.664159	1.401907	2.487608	0.136175	874.438135	1.401907	2.487608
0.024000	2.524652	1.674286	1.396835	2.472409	-0.408523	887.787485	1.396835	2.472409
0.024333	2.524652	1.648968	1.396835	2.492675	-0.408523	854.414110	1.396835	2.492675
0.024667	2.519583	1.669222	1.391763	2.482542	-0.544698	881.112810	1.391763	2.482542
0.025000	2.529721	1.669222	1.406979	2.512940	-0.272349	881.112810	1.406979	2.512940
0.025333	2.504376	1.674286	1.412051	2.502807	-0.953221	887.787485	1.412051	2.502807
