5/2/2015
1:38:38 PM

0, CH+=0, CH-=199, Range=+/-10, y=a*26.8643-68.1-.131533
1, CH+=1, CH-=199, Range=+/-10, y=b*1318.19-1319.239
2, CH+=2, CH-=199, Range=+/-10, y=c
3, CH+=3, CH-=199, Range=+/-10, y=d


Time	v0	v1	v2	v3	y0	y1	y2	y3
0.000000	2.529721	2.292034	1.396835	2.472409	-0.272349	1702.097841	1.396835	2.472409
0.000333	2.534790	2.286971	1.406979	2.482542	-0.136174	1695.423166	1.406979	2.482542
0.000667	2.534790	2.297098	1.406979	2.512940	-0.136174	1708.772516	1.406979	2.512940
0.001000	2.524652	2.302161	1.401907	2.502807	-0.408523	1715.447191	1.401907	2.502807
0.001333	2.519583	2.281907	1.406979	2.523072	-0.544698	1688.748491	1.406979	2.523072
0.001667	2.544928	2.307225	1.396835	2.497741	0.136175	1722.121866	1.396835	2.497741
0.002000	2.544928	2.292034	1.396835	2.507873	0.136175	1702.097841	1.396835	2.507873
0.002333	2.534790	2.302161	1.401907	2.477476	-0.136174	1715.447191	1.401907	2.477476
0.002667	2.519583	2.302161	1.401907	2.502807	-0.544698	1715.447191	1.401907	2.502807
0.003000	2.529721	2.297098	1.396835	2.502807	-0.272349	1708.772516	1.396835	2.502807
0.003333	2.539859	2.307225	1.391763	2.497741	0.000000	1722.121866	1.391763	2.497741
0.003667	2.534790	2.297098	1.401907	2.477476	-0.136174	1708.772516	1.401907	2.477476
0.004000	2.534790	2.302161	1.401907	2.487608	-0.136174	1715.447191	1.401907	2.487608
0.004333	2.534790	2.281907	1.396835	2.482542	-0.136174	1688.748491	1.396835	2.482542
0.004667	2.529721	2.297098	1.401907	2.467343	-0.272349	1708.772516	1.401907	2.467343
0.005000	2.524652	2.292034	1.401907	2.472409	-0.408523	1702.097841	1.401907	2.472409
0.005333	2.514514	2.286971	1.401907	2.487608	-0.680872	1695.423166	1.401907	2.487608
0.005667	2.524652	2.292034	1.406979	2.497741	-0.408523	1702.097841	1.406979	2.497741
0.006000	2.544928	2.312288	1.401907	2.507873	0.136175	1728.796541	1.401907	2.507873
0.006333	2.529721	2.302161	1.396835	2.462277	-0.272349	1715.447191	1.396835	2.462277
0.006667	2.534790	2.286971	1.401907	2.472409	-0.136174	1695.423166	1.401907	2.472409
0.007000	2.514514	2.292034	1.396835	2.492675	-0.680872	1702.097841	1.396835	2.492675
0.007333	2.529721	2.286971	1.412051	2.487608	-0.272349	1695.423166	1.412051	2.487608
0.007667	2.514514	2.302161	1.396835	2.512940	-0.680872	1715.447191	1.396835	2.512940
0.008000	2.524652	2.292034	1.412051	2.518006	-0.408523	1702.097841	1.412051	2.518006
0.008333	2.544928	2.292034	1.401907	2.528139	0.136175	1702.097841	1.401907	2.528139
0.008667	2.539859	2.302161	1.406979	2.512940	0.000000	1715.447191	1.406979	2.512940
0.009000	2.544928	2.297098	1.406979	2.487608	0.136175	1708.772516	1.406979	2.487608
0.009333	2.544928	2.292034	1.391763	2.487608	0.136175	1702.097841	1.391763	2.487608
0.009667	2.514514	2.292034	1.396835	2.507873	-0.680872	1702.097841	1.396835	2.507873
0.010000	2.534790	2.302161	1.401907	2.512940	-0.136174	1715.447191	1.401907	2.512940
0.010333	2.560135	2.297098	1.401907	2.497741	0.544698	1708.772516	1.401907	2.497741
0.010667	2.539859	2.286971	1.406979	2.497741	0.000000	1695.423166	1.406979	2.497741
0.011000	2.544928	2.307225	1.396835	2.492675	0.136175	1722.121866	1.396835	2.492675
0.011333	2.539859	2.286971	1.391763	2.467343	0.000000	1695.423166	1.391763	2.467343
0.011667	2.544928	2.286971	1.401907	2.482542	0.136175	1695.423166	1.401907	2.482542
0.012000	2.534790	2.307225	1.406979	2.482542	-0.136174	1722.121866	1.406979	2.482542
0.012333	2.519583	2.302161	1.406979	2.507873	-0.544698	1715.447191	1.406979	2.507873
0.012667	2.519583	2.302161	1.401907	2.518006	-0.544698	1715.447191	1.401907	2.518006
0.013000	2.519583	2.286971	1.396835	2.507873	-0.544698	1695.423166	1.396835	2.507873
0.013333	2.529721	2.317352	1.401907	2.462277	-0.272349	1735.471216	1.401907	2.462277
0.013667	2.534790	2.302161	1.396835	2.477476	-0.136174	1715.447191	1.396835	2.477476
0.014000	2.514514	2.292034	1.406979	2.507873	-0.680872	1702.097841	1.406979	2.507873
0.014333	2.499307	2.312288	1.406979	2.492675	-1.089396	1728.796541	1.406979	2.492675
0.014667	2.509445	2.286971	1.401907	2.497741	-0.817047	1695.423166	1.401907	2.497741
0.015000	2.529721	2.312288	1.386691	2.507873	-0.272349	1728.796541	1.386691	2.507873
0.015333	2.549997	2.307225	1.406979	2.512940	0.272349	1722.121866	1.406979	2.512940
0.015667	2.555066	2.297098	1.406979	2.497741	0.408524	1708.772516	1.406979	2.497741
0.016000	2.539859	2.292034	1.391763	2.482542	0.000000	1702.097841	1.391763	2.482542
0.016333	2.529721	2.317352	1.396835	2.487608	-0.272349	1735.471216	1.396835	2.487608
0.016667	2.534790	2.307225	1.406979	2.472409	-0.136174	1722.121866	1.406979	2.472409
0.017000	2.519583	2.312288	1.376548	2.512940	-0.544698	1728.796541	1.376548	2.512940
0.017333	2.539859	2.307225	1.391763	2.492675	0.000000	1722.121866	1.391763	2.492675
0.017667	2.539859	2.302161	1.391763	2.477476	0.000000	1715.447191	1.391763	2.477476
0.018000	2.539859	2.297098	1.386691	2.477476	0.000000	1708.772516	1.386691	2.477476
0.018333	2.524652	2.297098	1.381620	2.487608	-0.408523	1708.772516	1.381620	2.487608
0.018667	2.514514	2.297098	1.412051	2.512940	-0.680872	1708.772516	1.412051	2.512940
0.019000	2.519583	2.307225	1.396835	2.512940	-0.544698	1722.121866	1.396835	2.512940
0.019333	2.549997	2.317352	1.376548	2.502807	0.272349	1735.471216	1.376548	2.502807
0.019667	2.549997	2.297098	1.401907	2.507873	0.272349	1708.772516	1.401907	2.507873
0.020000	2.544928	2.307225	1.401907	2.487608	0.136175	1722.121866	1.401907	2.487608
0.020333	2.534790	2.297098	1.376548	2.467343	-0.136174	1708.772516	1.376548	2.467343
0.020667	2.499307	2.307225	1.396835	2.507873	-1.089396	1722.121866	1.396835	2.507873
0.021000	2.539859	2.317352	1.401907	2.492675	0.000000	1735.471216	1.401907	2.492675
