3517351429.458000	-2.115210	2.803449	903.124825
3517351429.490000	-2.263072	2.803449	903.124825
3517351429.518000	-1.967348	2.793322	903.124825
3517351429.543000	-1.671624	2.798386	896.363228
3517351429.585000	-2.263072	2.798386	916.648018
3517351429.603000	-2.263072	2.788259	909.886421
3517351429.621000	-1.671624	2.798386	903.124825
3517351429.663000	-1.967348	2.798386	896.363228
3517351429.701000	-2.263072	2.798386	903.124825
3517351429.717000	-2.115210	2.803449	903.124825
3517351429.734000	-1.967348	2.798386	903.124825
3517351429.751000	-1.819486	2.803449	896.363228
3517351429.783000	-1.671624	2.798386	903.124825
3517351429.794000	-2.115210	2.803449	896.363228
3517351429.820000	-2.263072	2.798386	889.601631
3517351429.830000	-1.671624	2.793322	903.124825
3517351429.842000	-1.967348	2.798386	903.124825
3517351429.868000	-2.410934	2.793322	903.124825
3517351429.889000	-2.115210	2.798386	896.363228
3517351429.902000	-1.967348	2.803449	903.124825
3517351429.925000	-2.263072	2.798386	903.124825
3517351429.947000	-2.263072	2.798386	903.124825
3517351429.978000	-1.671624	2.793322	903.124825
3517351429.990000	-2.263072	2.803449	903.124825
3517351430.014000	-1.819486	2.798386	896.363228
3517351430.026000	-2.263072	2.803449	903.124825
3517351430.040000	-1.819486	2.803449	903.124825
3517351430.064000	-1.819486	2.803449	896.363228
3517351430.076000	-2.263072	2.798386	896.363228
3517351430.088000	-2.115210	2.803449	896.363228
3517351430.130000	-2.115210	2.793322	903.124825
3517351430.147000	-1.819486	2.798386	896.363228
3517351430.191000	-1.967348	2.803449	896.363228
3517351430.210000	-1.671624	2.798386	896.363228
3517351430.228000	-2.115210	2.803449	896.363228
3517351430.247000	-1.967348	2.803449	903.124825
3517351430.273000	-2.115210	2.803449	903.124825
3517351430.314000	-2.263072	2.793322	896.363228
3517351430.345000	-2.263072	2.793322	903.124825
3517351430.362000	-1.967348	2.793322	903.124825
3517351430.378000	-1.819486	2.803449	903.124825
3517351430.395000	-2.115210	2.798386	903.124825
3517351430.412000	-2.263072	2.798386	903.124825
3517351430.444000	-2.263072	2.803449	903.124825
3517351430.460000	-2.263072	2.798386	903.124825
3517351430.485000	-2.115210	2.798386	903.124825
3517351430.499000	-2.115210	2.798386	903.124825
3517351430.525000	-2.115210	2.798386	896.363228
3517351430.535000	-2.410934	2.798386	903.124825
3517351430.558000	-1.671624	2.798386	903.124825
3517351430.570000	-1.967348	2.798386	896.363228
3517351430.611000	-1.671624	2.803449	909.886421
3517351430.632000	-2.115210	2.798386	896.363228
3517351430.655000	-2.410934	2.803449	889.601631
3517351430.679000	2.616375	2.281907	889.601631
3517351430.700000	2.320651	2.276844	889.601631
3517351430.713000	1.877065	2.266717	896.363228
3517351430.725000	2.468513	2.271780	896.363228
3517351430.749000	2.024927	2.266717	882.840034
3517351430.761000	2.320651	2.271780	889.601631
3517351430.787000	2.024927	2.266717	876.078438
3517351430.809000	1.729203	2.266717	889.601631
3517351430.848000	1.729203	2.256590	876.078438
3517351430.871000	1.877065	2.261653	869.316841
3517351430.907000	1.581341	2.281907	869.316841
3517351430.925000	2.024927	2.281907	869.316841
3517351430.944000	2.320651	2.286971	862.555244
3517351430.962000	2.172789	2.261653	862.555244
3517351430.997000	2.024927	2.256590	862.555244
3517351431.036000	1.729203	2.276844	855.793648
3517351431.052000	1.877065	2.271780	862.555244
3517351431.089000	2.024927	2.266717	862.555244
3517351431.105000	2.024927	2.271780	855.793648
3517351431.121000	1.877065	2.271780	855.793648
3517351431.159000	1.581341	2.266717	835.508857
3517351431.175000	1.729203	2.266717	849.032051
3517351431.191000	2.468513	2.261653	828.747261
3517351431.219000	1.729203	2.266717	842.270454
3517351431.235000	2.024927	2.266717	835.508857
3517351431.251000	1.877065	2.266717	835.508857
3517351431.266000	2.172789	2.261653	821.985664
3517351431.282000	2.320651	2.271780	821.985664
