0,-0.015808,946686600.632875
0,-0.013284,946686600.636252
0,-0.018730,946686600.639869
0,-0.018066,946686600.643176
0,-0.021918,946686600.646468
0,-0.024442,946686600.650148
0,-0.025903,946686600.653448
0,-0.027099,946686600.656745
0,-0.026966,946686600.660440
0,-0.032944,946686600.663742
0,-0.033475,946686600.667039
0,-0.036397,946686600.670927
0,-0.038124,946686600.674240
0,-0.039320,946686600.677546
0,-0.043305,946686600.681146
0,-0.044633,946686600.684593
0,-0.043704,946686600.688095
0,-0.047954,946686600.691544
0,-0.047423,946686600.694990
0,-0.052604,946686600.698443
0,-0.051674,946686600.701884
0,-0.055792,946686600.705329
0,-0.058050,946686600.708794
0,-0.060308,946686600.712100
0,-0.062434,946686600.715405
0,-0.062566,946686600.718743
0,-0.070935,946686600.722193
0,-0.069474,946686600.725640
0,-0.069075,946686600.729092
0,-0.071998,946686600.732534
0,-0.067481,946686600.735979
0,-0.074522,946686600.739478
0,-0.076913,946686600.742924
0,-0.073326,946686600.746366
0,-0.074256,946686600.749812
0,-0.073061,946686600.753262
0,-0.071068,946686600.756703
0,-0.077311,946686600.760076
0,-0.072662,946686600.763385
0,-0.075584,946686600.766697
0,-0.072131,946686600.770166
0,-0.034272,946686600.773610
0,-0.071865,946686600.777058
0,-0.070138,946686600.780551
0,-0.065755,946686600.784000
0,-0.066552,946686600.787446
0,-0.064160,946686600.790904
0,-0.064825,946686600.794344
0,-0.060175,946686600.797790
0,-0.061105,946686600.801151
0,-0.060707,946686600.804461
0,-0.058050,946686600.807766
0,-0.050744,946686600.811267
0,-0.053932,946686600.814718
0,-0.049416,946686600.818174
0,-0.048618,946686600.821618
0,-0.043571,946686600.825065
0,-0.045298,946686600.828515
0,-0.045032,946686600.831965
0,-0.042508,946686600.835411
0,-0.040648,946686600.838837
0,-0.039984,946686600.842149
0,-0.038523,946686600.845462
0,-0.037460,946686600.848896
0,-0.039054,946686600.852344
0,-0.034671,946686600.855786
0,-0.034405,946686600.859272
0,-0.033077,946686600.862723
0,-0.034405,946686600.866167
0,-0.032545,946686600.869616
0,-0.032147,946686600.873060
0,-0.028693,946686600.876506
0,-0.029357,946686600.880372
0,-0.026302,946686600.883815
0,-0.025770,946686600.887254
0,-0.023778,946686600.890577
0,-0.018597,946686600.893884
0,-0.021785,946686600.897187
0,-0.016738,946686600.900625
0,-0.013682,946686600.904068
0,-0.010627,946686600.907509
0,-0.009431,946686600.910994
0,-0.005048,946686600.914436
0,-0.001993,946686600.917926
0,0.001860,946686600.921364
0,0.004782,946686600.924806
0,0.006775,946686600.928254
0,0.011557,946686600.931685
0,0.011823,946686600.935121
0,0.012752,946686600.938587
0,0.015940,946686600.941895
0,0.022981,946686600.945196
0,0.020590,946686600.948524
0,0.023512,946686600.951972
0,0.028029,946686600.955411
0,0.028826,946686600.958862
0,0.028294,946686600.962302
0,0.034538,946686600.965735
0,0.035202,946686600.969179
0,0.037194,946686600.972618
0,0.036530,946686600.976060
0,0.037859,946686600.979503
0,0.042375,946686600.982944
0,0.042508,946686600.986378
0,0.045696,946686600.989746
0,0.046759,946686600.993043
0,0.049150,946686600.996340
0,0.051674,946686600.999745
0,0.052604,946686601.003253
0,0.059113,946686601.006699
0,0.056722,946686601.010158
0,0.057651,946686601.013601
0,0.066950,946686601.017044
0,0.034272,946686601.020495
0,0.066020,946686601.023939
0,0.072264,946686601.027381
0,0.071068,946686601.030837
0,0.073326,946686601.034281
0,0.074787,946686601.037720
0,0.074787,946686601.041083
0,0.075053,946686601.044387
0,0.077444,946686601.047691
0,0.077311,946686601.051144
0,0.078241,946686601.054581
0,0.080367,946686601.058023
0,0.081961,946686601.061415
0,0.083156,946686601.064808
0,0.082226,946686601.068215
0,0.082094,946686601.071605
0,0.083555,946686601.074994
0,0.080765,946686601.078396
0,0.082094,946686601.081791
0,0.080632,946686601.085184
0,0.076647,946686601.088618
0,0.078374,946686601.091925
0,0.077976,946686601.095229
0,0.074787,946686601.098611
0,0.074522,946686601.102052
0,0.071732,946686601.105495
0,0.070670,946686601.108938
0,0.069341,946686601.112382
0,0.067349,946686601.115823
0,0.064559,946686601.119278
0,0.063629,946686601.122725
0,0.060043,946686601.126286
0,0.061371,946686601.129680
0,0.053135,946686601.132990
0,0.058050,946686601.136298
0,0.054463,946686601.139712
0,0.054862,946686601.143140
0,0.053799,946686601.146568
0,0.054463,946686601.150005
0,0.050478,946686601.153431
0,0.049416,946686601.156857
0,0.049283,946686601.160335
0,0.051142,946686601.163761
0,0.049947,946686601.167184
0,0.047157,946686601.170623
0,0.047821,946686601.174048
0,0.048618,946686601.177479
0,0.044633,946686601.180807
0,0.043969,946686601.184115
0,0.047157,946686601.187468
0,0.047423,946686601.190950
0,0.044633,946686601.194394
0,0.045829,946686601.197835
0,0.044102,946686601.201336
0,0.051010,946686601.204776
0,0.048353,946686601.208236
0,0.048220,946686601.211676
0,0.048486,946686601.215119
0,0.050345,946686601.218618
0,0.048751,946686601.222060
0,0.050877,946686601.225498
0,0.051674,946686601.228902
0,0.050611,946686601.232202
0,0.052736,946686601.235507
0,0.050213,946686601.238875
0,0.054463,946686601.242318
0,0.051142,946686601.245753
0,0.052338,946686601.249243
0,0.052471,946686601.252689
0,0.053533,946686601.256133
0,0.049814,946686601.259579
0,0.049681,946686601.263023
0,0.041312,946686601.266467
0,0.045430,946686601.269962
0,0.041312,946686601.273403
0,0.039187,946686601.276846
0,0.036530,946686601.280240
0,0.035335,946686601.283551
0,0.031217,946686601.286861
0,0.030154,946686601.290268
0,0.031748,946686601.293712
0,0.028162,946686601.297151
0,0.024708,946686601.300606
0,0.025239,946686601.304044
0,0.024575,946686601.307483
0,0.023911,946686601.310930
0,0.026700,946686601.314372
0,0.021520,946686601.317821
0,0.019660,946686601.321316
0,0.020457,946686601.324761
0,0.022317,946686601.328213
0,0.018066,946686601.331528
0,0.017269,946686601.334835
0,0.017269,946686601.338189
0,0.019660,946686601.341635
0,0.018464,946686601.345079
0,0.018996,946686601.348577
0,0.017800,946686601.352018
0,0.016339,946686601.355456
0,0.012221,946686601.358906
0,0.015940,946686601.362354
0,0.008103,946686601.365800
0,0.013284,946686601.369282
0,0.012752,946686601.372726
