0,-0.08,2067
0,-0.05,2082
0,-0.04,2098
0,-0.03,2112
0,-0.02,2127
0,-0.02,2142
0,-0.01,2157
0,-0.02,2172
0,-0.02,2187
0,-0.02,2202
0,-0.02,2217
0,-0.02,2232
0,-0.01,2247
0,-0.01,2262
0,-0.02,2277
0,-0.03,2292
0,-0.04,2307
0,-0.04,2322
0,-0.04,2337
0,-0.04,2352
0,-0.04,2367
0,-0.05,2382
0,-0.07,2397
0,-0.08,2414
0,-0.10,2430
0,-0.10,2447
0,-0.11,2464
0,-0.12,2481
0,-0.13,2497
0,-0.13,2514
0,-0.12,2531
0,-0.11,2548
0,-0.10,2565
0,-0.09,2581
0,-0.09,2598
0,-0.08,2615
0,-0.07,2630
0,-0.05,2649
0,-0.04,2663
0,-0.02,2678
0,-0.01,2693
0,-0.00,2708
0,0.00,2723
0,0.01,2738
0,0.01,2753
0,0.02,2767
0,0.02,2783
0,0.01,2798
0,0.01,2812
0,0.00,2828
0,-0.01,2842
0,-0.01,2857
0,-0.02,2873
0,-0.05,2903
0,-0.06,2918
0,-0.07,2932
0,-0.09,2950
0,-0.11,2966
0,-0.13,2983
0,-0.16,3000
1,-0.19,3017
0,-0.22,3034
0,-0.26,3051
0,-0.32,3067
0,-0.39,3084
0,-0.48,3101
0,-0.59,3118
0,-0.71,3134
0,-0.84,3151
0,-0.96,3168
0,-1.04,3185
0,-1.07,3202
1,-1.07,3219
1,-1.07,3235
1,-1.08,3255
1,-1.10,3272
1,-1.13,3289
1,-1.15,3306
0,-1.16,3322
0,-1.17,3339
0,-1.17,3356
0,-1.16,3373
0,-1.13,3390
0,-0.77,3406
1,-0.28,3423
0,-0.14,3440
0,-0.04,3456
0,0.03,3470
0,0.06,3485
0,0.04,3500
0,0.06,3515
0,0.05,3530
0,0.01,3545
0,-0.00,3560
0,0.02,3574
0,0.10,3592
1,0.24,3608
0,0.43,3625
0,0.67,3642
0,0.96,3658
0,1.28,3676
0,1.57,3692
0,1.82,3708
0,1.99,3726
0,2.16,3742
0,2.33,3759
1,2.43,3776
1,2.45,3792
1,2.40,3810
0,2.28,3826
1,2.12,3843
1,1.90,3860
1,1.63,3874
1,1.37,3891
1,1.04,3908
1,0.69,3924
1,0.37,3941
0,0.14,3958
0,-0.01,3973
0,-0.14,3990
0,-0.24,4006
1,-0.34,4024
1,-0.43,4040
0,-0.55,4058
0,-0.68,4074
0,-0.83,4090
0,-0.97,4108
0,-1.10,4124
0,-1.21,4142
0,-1.29,4158
0,-1.34,4174
0,-1.36,4192
0,-1.33,4208
1,-1.22,4226
1,-1.01,4242
1,-0.70,4258
1,-0.37,4276
0,-0.14,4292
0,0.11,4322
1,0.29,4339
1,0.47,4356
0,0.70,4373
0,0.93,4389
0,1.18,4407
0,1.40,4423
0,1.58,4440
0,1.71,4457
0,1.77,4473
0,1.78,4490
0,1.75,4507
1,1.67,4527
1,1.56,4544
1,1.39,4560
1,1.16,4577
1,0.84,4594
1,0.47,4611
1,0.18,4627
0,-0.02,4642
0,-0.22,4659
1,-0.43,4676
1,-0.64,4692
0,-0.85,4710
0,-1.05,4726
0,-1.24,4743
0,-1.42,4760
0,-1.56,4776
0,-1.66,4794
0,-1.71,4810
0,-1.73,4828
1,-1.71,4844
1,-1.62,4860
1,-1.44,4878
1,-1.13,4894
1,-0.70,4912
1,-0.35,4928
0,-0.09,4944
0,0.11,4962
0,0.32,4978
1,0.55,4996
1,0.79,5012
1,1.03,5028
0,1.27,5046
0,1.50,5062
0,1.71,5080
0,1.87,5096
0,1.99,5112
0,2.08,5130
1,2.11,5146
1,2.03,5166
1,1.87,5183
1,1.63,5199
1,1.26,5217
1,0.80,5233
1,0.40,5250
0,0.13,5267
0,-0.05,5281
0,-0.24,5299
0,-0.44,5315
1,-0.64,5332
1,-0.83,5349
1,-1.04,5366
0,-1.24,5383
0,-1.45,5399
0,-1.63,5416
0,-1.76,5433
0,-1.87,5450
0,-1.96,5467
1,-2.03,5483
1,-2.06,5500
1,-2.01,5517
1,-1.86,5534
1,-1.62,5551
1,-1.26,5567
1,-0.77,5584
1,-0.35,5601
0,-0.07,5616
0,0.17,5633
0,0.42,5650
1,0.68,5666
1,0.97,5683
1,1.27,5700
1,1.55,5716
0,1.89,5738
0,2.14,5763
1,2.22,5779
1,2.26,5796
1,2.27,5816
1,2.19,5833
1,1.98,5850
1,1.65,5866
1,1.19,5883
1,0.68,5900
1,0.29,5916
0,0.05,5932
0,-0.19,5948
0,-0.43,5965
1,-0.68,5982
1,-0.92,5999
1,-1.16,6016
1,-1.41,6033
0,-1.62,6049
0,-1.80,6066
0,-1.90,6083
0,-1.94,6099
1,-1.93,6117
1,-1.85,6133
1,-1.69,6150
1,-1.46,6167
1,-1.16,6183
1,-0.80,6201
1,-0.43,6217
1,-0.18,6235
0,-0.04,6249
0,0.08,6264
1,0.21,6281
0,0.39,6298
0,0.63,6315
0,0.90,6331
0,1.20,6348
0,1.49,6365
0,1.76,6382
0,2.02,6398
0,2.21,6415
0,2.31,6435
0,2.29,6452
1,2.17,6469
1,1.95,6486
1,1.59,6502
1,1.19,6519
1,0.70,6536
1,0.33,6553
0,0.11,6569
0,-0.03,6585
0,-0.16,6601
0,-0.29,6618
0,-0.44,6635
1,-0.62,6651
1,-0.82,6669
1,-1.04,6685
1,-1.25,6703
0,-1.44,6719
0,-1.62,6736
0,-1.75,6753
0,-1.84,6769
0,-1.89,6787
1,-1.89,6803
1,-1.84,6820
1,-1.73,6837
1,-1.53,6854
1,-1.25,6871
1,-0.90,6888
1,-0.50,6904
1,-0.21,6921
0,-0.03,6936
0,0.12,6952
1,0.23,6970
0,0.37,6986
0,0.53,7004
0,0.72,7020
0,0.94,7036
0,1.18,7054
0,1.44,7083
0,1.82,7101
0,2.00,7120
0,2.08,7139
1,2.05,7163
1,1.79,7191
1,1.42,7211
1,0.94,7229
1,0.45,7248
1,0.18,7267
0,0.03,7284
0,-0.13,7304
0,-0.30,7322
1,-0.51,7342
1,-0.74,7360
1,-0.98,7379
0,-1.24,7399
0,-1.48,7417
0,-1.67,7437
0,-1.76,7455
0,-1.79,7475
0,-1.74,7494
1,-1.61,7513
1,-1.40,7532
1,-1.10,7550
1,-0.67,7570
1,-0.30,7589
0,-0.06,7606
0,0.13,7625
